StationID,BikeAdjustment
1,0.99999999994999
2,-4.99999999974995
3,-1.99999999989998
4,-6.99999999964993
5,0.99999999994999
6,-4.99999999974995
7,-2.99999999984997
8,5.99999999969994
9,0.99999999994999
10,-1.99999999989998
11,-0.99999999994999
12,0
13,-1.99999999989998
14,-11.9999999993999
15,-0.99999999994999
16,0.99999999994999
17,-1.99999999989998
18,-2.99999999984997
19,0.99999999994999
20,1.99999999989998
21,0
22,-1.99999999989998
23,1.99999999989998
24,3.99999999979996
25,2.99999999984997
26,0
27,4.99999999974995
28,0.99999999994999
29,3.99999999979996
30,0.99999999994999
31,0
32,-2.99999999984997
33,0.99999999994999
34,0.99999999994999
35,3.99999999979996
36,-3.99999999979996
37,2.99999999984997
38,-1.99999999989998
39,0.99999999994999
40,2.99999999984997
41,-0.99999999994999
42,0
43,-2.99999999984997
44,-2.99999999984997
45,0
46,-1.99999999989998
47,0
48,0.99999999994999
49,-1.99999999989998
50,0
51,6.99999999964993
52,-0.99999999994999
53,1.99999999989998
54,-0.99999999994999
55,-0.99999999994999
56,2.99999999984997
57,2.99999999984997
58,0.99999999994999
59,-0.99999999994999
60,4.99999999974995
61,0
62,11.9999999993999
63,0.99999999994999
64,-0.99999999994999
65,6.99999999964993
66,1.99999999989998
67,-0.99999999994999
68,1.99999999989998
69,1.99999999989998
70,-0.99999999994999
71,1.99999999989998
72,1.99999999989998
73,0.99999999994999
74,-1.99999999989998
75,0.99999999994999
76,0.99999999994999
77,2.99999999984997
78,9.9999999994999
79,2.99999999984997
80,22.9999999988498
81,4.99999999974995
82,4.99999999974995
83,-27.9999999985997
84,0.99999999994999
85,-6.99999999964993
86,7.99999999959992
87,-5.99999999969994
88,1.99999999989998
89,2.99999999984997
90,0
91,20.9999999989498
92,-40.9999999979496
93,0.99999999994999
94,-0.99999999994999
95,0.99999999994999
96,-1.99999999989998
97,-9.9999999994999
98,0.99999999994999
99,-41.9999999978996
100,-7.99999999959992
101,5.99999999969994
102,-8.99999999954991
103,-12.9999999993499
104,1.99999999989998
105,-2.99999999984997
106,-3.99999999979996
107,15.9999999991998
108,8.99999999954991
109,-11.9999999993999
110,-8.99999999954991
111,8.99999999954991
112,0
113,4.99999999974995
114,0
115,-28.9999999985497
116,1.99999999989998
117,2.99999999984997
118,7.99999999959992
119,2.99999999984997
120,14.9999999992498
121,-1.99999999989998
122,0.99999999994999
123,-3.99999999979996
124,-2.99999999984997
125,-9.9999999994999
126,-18.9999999990498
127,-12.9999999993499
128,6.99999999964993
129,7.99999999959992
130,-2.99999999984997
131,-11.9999999993999
132,-10.9999999994499
133,8.99999999954991
134,-0.99999999994999
135,-3.99999999979996
136,0.99999999994999
137,-15.9999999991998
138,15.9999999991998
139,-2.99999999984997
140,1.99999999989998
141,-1.99999999989998
142,6.99999999964993
143,-0.99999999994999
144,-3.99999999979996
145,-4.99999999974995
146,10.9999999994499
147,2.99999999984997
148,8.99999999954991
149,0
150,-6.99999999964993
151,7.99999999959992
152,-0.99999999994999
153,-1.99999999989998
154,4.99999999974995
155,1.99999999989998
156,3.99999999979996
157,0.99999999994999
158,8.99999999954991
159,-9.9999999994999
160,7.99999999959992
161,3.99999999979996
162,6.99999999964993
163,-7.99999999959992
164,-7.99999999959992
165,0.99999999994999
166,0
167,0.99999999994999
168,-4.99999999974995
169,1.99999999989998
170,1.99999999989998
171,9.9999999994999
172,2.99999999984997
173,5.99999999969994
174,1.99999999989998
175,10.9999999994499
176,3.99999999979996
177,13.9999999992999
178,9.9999999994999
179,-4.99999999974995
180,0.99999999994999
181,0.99999999994999
182,-4.99999999974995
183,17.9999999990998
184,-5.99999999969994
185,-13.9999999992999
186,10.9999999994499
187,7.99999999959992
188,5.99999999969994
189,8.99999999954991
190,3.99999999979996
191,-17.9999999990998
192,2.99999999984997
193,-27.9999999985997
194,2.99999999984997
195,-3.99999999979996
196,-0.99999999994999
197,6.99999999964993
198,-1.99999999989998
199,0
200,-5.99999999969994
201,0.99999999994999
202,0.99999999994999
203,3.99999999979996
204,13.9999999992999
205,12.9999999993499
206,-5.99999999969994
207,-3.99999999979996
208,-0.99999999994999
209,1.99999999989998
210,0.99999999994999
211,4.99999999974995
212,0.99999999994999
213,1.99999999989998
214,5.99999999969994
215,0.99999999994999
216,5.99999999969994
217,-10.9999999994499
218,0.99999999994999
219,-10.9999999994499
220,0
221,-0.99999999994999
222,1.99999999989998
223,-0.99999999994999
224,-2.99999999984997
225,0.99999999994999
226,-3.99999999979996
