StationID,BikeAdjustment
30200,0.999948838220337
30201,-5.000079888058394
31000,-2.0001924309542427
31002,-7.000213300841514
31003,0.999948838220337
31004,-4.999961949229889
31005,-3.000200207736267
31006,6.000164391544935
31007,0.999948838220337
31009,-1.9998798484910645
31010,-1.0003203283926378
31011,3.0852564681662845e-08
31012,-2.00013346153999
31014,-12.000176236218348
31015,-1.0003203283926378
31016,0.999948838220337
31017,-2.0001924309542427
31018,-2.999946594687341
31019,0.999948838220337
31020,1.9998799101961946
31021,3.0852564681662845e-08
31022,-1.9998798484910645
31023,1.9997619713676897
31024,4.000013402588748
31025,2.999828717563962
31027,3.0852564681662845e-08
31028,4.999962010935018
31030,0.999948838220337
31031,3.999523911882813
31032,0.999948838220337
31034,3.0852564681662845e-08
31036,-3.000082268907762
31037,0.999948838220337
31038,0.999948838220337
31039,3.999895463760243
31040,-4.000131279712125
31041,2.999828717563962
31042,-1.9998798484910645
31043,0.999948838220337
31044,2.999828717563962
31045,-1.0003203283926378
31049,3.0852564681662845e-08
31050,-3.0002591771505194
31051,-3.000082268907762
31052,3.0852564681662845e-08
31053,-1.9998798484910645
31055,3.0852564681662845e-08
31056,0.999948838220337
31057,-2.0001924309542427
31058,3.0852564681662845e-08
31062,6.999723871842775
31064,-1.0001846541722177
31066,1.9997619713676897
31067,-0.999948776515208
31069,-1.0000667153437128
31071,2.999828717563962
31073,2.999828717563962
31074,0.999948838220337
31075,-1.0003203283926378
31077,4.999962010935018
31078,3.0852564681662845e-08
31079,11.999568868407954
31080,0.999948838220337
31081,-1.0001846541722177
31083,6.999723871842775
31084,1.9998799101961946
31085,-1.0003203283926378
31087,1.9998799101961946
31089,1.9997619713676897
31090,-0.999948776515208
31092,1.9997619713676897
31093,1.9998799101961946
31094,0.999948838220337
31096,-1.9998798484910645
31097,0.999948838220337
31099,0.999948838220337
31100,2.999828717563962
31101,9.99992478710349
31102,2.999828717563962
31104,22.999796288295922
31105,4.999962010935018
31106,5.000215623981884
